country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Israel,ISR,2021-01-11,1978365,1953200,25165,39964,77239,22.86,22.57,0.29,8924,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-12,2037868,1977144,60724,59503,67763,23.54,22.84,0.7,7829,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-13,2146123,2028869,117254,108255,68398,24.79,23.44,1.35,7902,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-14,2270780,2084899,185881,124657,69604,26.23,24.09,2.15,8042,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-15,2337469,2115619,221850,66689,69626,27.01,24.44,2.56,8044,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-16,2392969,2145091,247878,55500,71178,27.65,24.78,2.86,8223,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-17,2545408,2213494,331914,152439,86715,29.41,25.57,3.83,10018,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-18,2734537,2283422,451115,189129,108025,31.59,26.38,5.21,12480,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-19,2944143,2356748,587395,209606,129468,34.01,27.23,6.79,14958,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-20,3163301,2433390,729911,219158,145311,36.55,28.11,8.43,16788,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-21,3395886,2502876,893010,232585,160729,39.23,28.92,10.32,18569,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-22,3504169,2540500,963669,108283,166671,40.48,29.35,11.13,19256,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-23,3597217,2580268,1016949,93048,172035,41.56,29.81,11.75,19876,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-24,3805508,2649093,1156415,208291,180014,43.97,30.61,13.36,20798,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-25,4024252,2729611,1294641,218744,184245,46.49,31.54,14.96,21286,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-26,4226809,2806929,1419880,202557,183238,48.83,32.43,16.4,21170,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-27,4428259,2884361,1543898,201450,180708,51.16,33.32,17.84,20878,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-28,4637239,2963549,1673690,208980,177336,53.58,34.24,19.34,20488,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-29,4738108,3000012,1738096,100869,176277,54.74,34.66,20.08,20366,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-30,4814852,3034201,1780651,76744,173948,55.63,35.06,20.57,20097,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-31,4946968,3107191,1839777,132116,163066,57.15,35.9,21.26,18839,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-01,5063979,3189402,1874577,117011,148532,58.51,36.85,21.66,17160,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-02,5164294,3258999,1905295,100315,133926,59.66,37.65,22.01,15473,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-03,5272172,3317571,1954601,107878,120559,60.91,38.33,22.58,13929,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-04,5400496,3388897,2011599,128324,109037,62.39,39.15,23.24,12597,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-05,5462721,3422560,2040161,62225,103516,63.11,39.54,23.57,11960,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-06,5505015,3443391,2061624,42294,98595,63.6,39.78,23.82,11391,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-07,5623804,3495989,2127815,118789,96691,64.97,40.39,24.58,11171,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-08,5746495,3554175,2192320,122691,97502,66.39,41.06,25.33,11265,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-09,5877136,3619117,2258019,130641,101835,67.9,41.81,26.09,11765,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-10,6015992,3687741,2328251,138856,106260,69.5,42.61,26.9,12277,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-11,6163086,3766224,2396862,147094,108941,71.2,43.51,27.69,12586,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-12,6239077,3805035,2434042,75991,110908,72.08,43.96,28.12,12814,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-02-13,6281910,3824480,2457430,42833,110985,72.58,44.19,28.39,12822,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Italy,ITA,2020-12-27,7013,7013,,,,0.01,0.01,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2020-12-28,7985,7985,,972,972,0.01,0.01,,16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2020-12-29,8912,8912,,927,950,0.01,0.01,,16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2020-12-30,13580,13580,,4668,2189,0.02,0.02,,36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2020-12-31,38838,38838,,25258,7956,0.06,0.06,,132,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-01,49875,49875,,11037,8572,0.08,0.08,,142,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-02,88361,88361,,38486,13558,0.15,0.15,,224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-03,123463,123463,,35102,16636,0.2,0.2,,275,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-04,191772,191772,,68309,26255,0.32,0.32,,434,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-05,271156,271156,,79384,37463,0.45,0.45,,620,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-06,336237,336237,,65081,46094,0.56,0.56,,762,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-07,427911,427911,,91674,55582,0.71,0.71,,919,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-08,523065,523065,,95154,67599,0.87,0.87,,1118,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-09,609845,609845,,86780,74498,1.01,1.01,,1232,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-10,670072,670072,,60227,78087,1.11,1.11,,1292,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-11,750638,750638,,80566,79838,1.24,1.24,,1320,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-12,831685,831685,,81047,80076,1.38,1.38,,1324,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-13,924616,924616,,92931,84054,1.53,1.53,,1390,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-14,1016773,1016773,,92157,84123,1.68,1.68,,1391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-15,1104833,1104833,,88060,83110,1.83,1.83,,1375,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-16,1169074,1169074,,64241,79890,1.93,1.93,,1321,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-17,1205164,1202366,2798,36090,76442,1.99,1.99,0,1264,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-18,1246916,1239716,7200,41752,70897,2.06,2.05,0.01,1173,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-19,1278722,1269828,8894,31806,63862,2.11,2.1,0.01,1056,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-20,1308059,1294696,13363,29337,54778,2.16,2.14,0.02,906,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-21,1342528,1309739,32789,34469,46536,2.22,2.17,0.05,770,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-22,1368173,1321494,46679,25645,37620,2.26,2.19,0.08,622,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-23,1406433,1327100,79333,38260,33908,2.33,2.19,0.13,561,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-24,1439990,1330103,109887,33557,33547,2.38,2.2,0.18,555,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-25,1508231,1334580,173651,68241,37331,2.49,2.21,0.29,617,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-26,1587727,1338700,249027,79496,44144,2.63,2.21,0.41,730,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-27,1657828,1344568,313260,70101,49967,2.74,2.22,0.52,826,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-28,1750329,1348908,401421,92501,58257,2.89,2.23,0.66,964,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-29,1846745,1353332,493413,96416,68367,3.05,2.24,0.82,1131,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-30,1935902,1357191,578711,89157,75638,3.2,2.24,0.96,1251,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-31,1994845,1359640,635205,58943,79265,3.3,2.25,1.05,1311,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-01,2079351,1364080,715271,84506,81589,3.44,2.26,1.18,1349,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-02,2165596,1370276,795320,86245,82553,3.58,2.27,1.32,1365,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-03,2263297,1379329,883968,97701,86496,3.74,2.28,1.46,1431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-04,2367962,1392352,975610,104665,88233,3.92,2.3,1.61,1459,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-05,2470013,1409414,1060599,102051,89038,4.09,2.33,1.75,1473,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-06,2545093,1423732,1121361,75080,87027,4.21,2.35,1.85,1439,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-07,2584923,1432665,1152258,39830,84297,4.28,2.37,1.91,1394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-08,2649601,1458884,1190717,64678,81464,4.38,2.41,1.97,1347,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-09,2713780,1492690,1221090,64179,78312,4.49,2.47,2.02,1295,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-10,2782496,1536407,1246089,68716,74171,4.6,2.54,2.06,1227,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-11,2850279,1588259,1262020,67783,68902,4.71,2.63,2.09,1140,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-12,2917093,1642775,1274318,66814,63869,4.82,2.72,2.11,1056,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-13,2957514,1678286,1279228,40421,58917,4.89,2.78,2.12,974,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Jersey,JEY,2021-01-24,11385,8334,3051,,,11.26,8.25,3.02,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-25,,,,,493,,,,4878,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
